name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Jason Steele,GK,Brighton,0.0,0,0,0,0,0.0,528,182,0,0,0.0,0.0,2021-01-16T15:00:00Z,0,10,0,0,0,0,19,0,58317,1,0,0.0,0,-1789,2145,3934,40,False,0
Jorge Luiz Frello Filho,MID,Chelsea,2.6,0,0,0,0,0.0,105,173,0,0,0.0,0.0,2021-01-19T20:15:00Z,0,9,0,0,0,0,19,0,315251,0,2,0.0,0,-6928,9860,16788,47,False,0
Albian Ajeti,FWD,West Ham,0.0,0,0,0,0,0.0,447,175,0,0,0.0,0.0,2021-01-19T18:00:00Z,0,18,0,0,0,0,19,0,548,1,2,0.0,0,6,9,3,55,True,0
Bjorn Engels,DEF,Aston Villa,-1.0,0,0,0,0,0.0,36,99,0,0,0.0,0.0,2021-01-23T20:00:00Z,0,14,0,0,0,0,19,0,5119,0,2,0.0,0,1,82,81,44,True,0
Maxime Le Marchand,DEF,Fulham,-2.0,0,0,0,0,0.0,173,171,0,0,0.0,0.0,2021-01-20T20:15:00Z,0,13,0,0,0,0,19,0,5425,2,1,0.0,0,-120,51,171,42,True,0
Emil Krafth,DEF,Newcastle,-0.1,0,0,0,0,0.0,333,99,0,0,0.0,0.0,2021-01-23T20:00:00Z,0,2,0,0,0,0,19,0,4487,0,2,0.0,0,-111,31,142,43,False,0
Bruno AndrÃÂÃÂÃÂÃÂ© Cavaco Jordao,MID,Wolves,0.0,0,0,0,0,0.0,475,188,0,0,0.0,0.0,2021-01-16T12:30:00Z,0,18,0,0,0,0,19,0,17877,3,2,0.0,0,-298,428,726,43,True,0
Henri Lansbury,MID,Aston Villa,0.0,0,0,0,0,0.0,30,99,0,0,0.0,0.0,2021-01-23T20:00:00Z,0,14,0,0,0,0,19,0,8147,0,2,0.0,0,-200,78,278,43,True,0
Mahmoud Ahmed Ibrahim Hassan,MID,Aston Villa,0.0,0,0,-2,0,0.3,40,99,0,0,2.1,2.0,2021-01-23T20:00:00Z,10,14,0,0,0,0,19,0,36420,0,2,19.0,1,-712,15,727,52,True,0
Ruben Loftus-Cheek,MID,Fulham,0.0,0,0,6,0,18.9,115,171,2,0,5.3,8.6,2021-01-20T20:15:00Z,90,13,0,0,0,0,19,0,13081,2,1,25.0,2,-845,105,950,59,True,0
Jensen Weir,MID,Brighton,0.0,0,0,0,0,0.0,633,182,0,0,0.0,0.0,2021-01-16T15:00:00Z,0,10,0,0,0,0,19,0,64,1,0,0.0,0,39,54,15,45,False,0
Dean Henderson,GK,Man Utd,0.5,0,0,0,0,0.0,305,171,0,0,0.0,0.0,2021-01-20T20:15:00Z,0,8,0,0,0,0,19,0,107231,2,1,0.0,0,-942,140,1082,52,False,0
Mario Lemina,MID,Fulham,-0.4,0,0,4,0,10.3,493,171,0,0,1.4,2.6,2021-01-20T20:15:00Z,11,13,0,0,0,0,19,0,20721,2,1,1.0,1,-1074,82,1156,45,True,0
Heung-Min Son,MID,Spurs,6.3,1,0,17,0,41.9,390,186,1,0,9.7,20.6,2021-01-17T14:00:00Z,90,15,0,0,0,0,19,0,4372039,3,1,34.0,5,-473686,38008,511694,97,False,0
Jan Bednarek,DEF,Southampton,5.5,0,0,13,0,0.8,376,183,2,0,2.4,22.8,2021-01-16T20:00:00Z,90,9,0,0,0,0,19,0,969831,0,2,0.0,1,-10974,80121,91095,49,False,0
Danny Ings,FWD,Southampton,0.6,0,0,0,0,0.0,366,183,0,0,0.0,0.0,2021-01-16T20:00:00Z,0,9,0,0,0,0,19,0,503740,0,2,0.0,0,14177,89469,75292,83,False,0
Leif Davis,DEF,Leeds,0.0,0,0,0,0,0.0,214,182,0,0,0.0,0.0,2021-01-16T15:00:00Z,0,3,0,0,0,0,19,0,98438,1,0,0.0,0,-2228,1239,3467,39,True,0
Barry Douglas,DEF,Leeds,0.0,0,0,0,0,0.0,196,182,0,0,0.0,0.0,2021-01-16T15:00:00Z,0,3,0,0,0,0,19,0,348499,1,0,0.0,0,-10188,8520,18708,38,True,0
Phil Bardsley,DEF,Burnley,-2.0,0,0,0,0,0.0,82,177,0,0,0.0,0.0,2021-01-21T20:00:00Z,0,11,0,0,0,0,19,0,13713,1,0,0.0,0,-248,172,420,44,False,0
Andreas SÃÂÃÂÃÂÃÂ¶ndergaard,GK,Wolves,0.5,0,0,0,0,0.0,617,188,0,0,0.0,0.0,2021-01-16T12:30:00Z,0,18,0,0,0,0,19,0,20399,3,2,0.0,0,4960,6620,1660,40,True,0
Willy Caballero,GK,Chelsea,1.0,0,0,0,0,0.0,101,173,0,0,0.0,0.0,2021-01-19T20:15:00Z,0,9,0,0,0,0,19,0,15789,0,2,0.0,0,-103,66,169,47,False,0
Eric Garcia,DEF,Man City,1.5,0,0,0,0,0.0,288,380,0,0,0.0,0.0,2021-01-20T18:00:00Z,0,2,0,0,0,0,19,0,11777,0,2,0.0,0,-97,42,139,47,True,0
Tyrone Mings,DEF,Aston Villa,1.4,0,0,26,1,0.3,41,99,0,0,2.9,24.2,2021-01-23T20:00:00Z,90,14,0,0,0,0,19,0,688736,0,2,4.0,6,-25483,12268,37751,54,True,0
Bobby Decordova-Reid,FWD,Fulham,0.0,0,0,0,0,0.0,181,171,0,0,0.0,0.0,2021-01-20T20:15:00Z,0,13,0,0,0,0,19,0,94254,2,1,0.0,0,23585,36839,13254,53,True,0
Thiago Thiago,DEF,Chelsea,4.2,0,0,15,0,1.4,490,173,2,0,5.5,21.0,2021-01-19T20:15:00Z,90,9,0,0,0,0,19,0,321969,0,2,33.0,1,-38,13031,13069,56,False,0
Ben Gibson,DEF,Burnley,0.0,0,0,0,0,0.0,94,177,0,0,0.0,0.0,2021-01-21T20:00:00Z,0,11,0,0,0,0,19,0,9743,1,0,0.0,0,-178,129,307,39,False,0
Mamadou Sakho,DEF,Crystal Palace,0.0,0,0,0,0,0.0,127,185,0,0,0.0,0.0,2021-01-17T19:15:00Z,0,12,0,0,0,0,19,0,13685,0,4,0.0,0,-457,13,470,44,False,0
Alfie Mawson,DEF,Fulham,0.0,0,0,0,0,0.0,185,171,0,0,0.0,0.0,2021-01-20T20:15:00Z,0,13,0,0,0,0,19,0,627,2,1,0.0,0,-6,5,11,43,True,0
Sean Longstaff,MID,Newcastle,0.9,0,0,0,0,0.0,480,99,0,0,0.0,0.0,2021-01-23T20:00:00Z,0,2,0,0,0,0,19,0,7535,0,2,0.0,0,-175,404,579,47,False,0
Francisco Casilla CortÃÂÃÂÃÂÃÂ©s,GK,Leeds,0.5,0,0,12,0,0.0,194,182,1,0,0.8,8.0,2021-01-16T15:00:00Z,90,3,0,0,0,0,19,1,69106,1,0,0.0,2,-1287,560,1847,42,True,0
Luke Cundle,MID,Wolves,0.5,0,0,0,0,0.0,614,188,0,0,0.0,0.0,2021-01-16T12:30:00Z,0,18,0,0,0,0,19,0,653,3,2,0.0,0,13,101,88,45,True,0
Michy Batshuayi,FWD,Crystal Palace,-0.6,0,0,3,0,0.1,108,185,1,0,0.0,0.2,2021-01-17T19:15:00Z,11,12,0,0,0,0,19,0,46304,0,4,0.0,1,-450,625,1075,57,False,0
Ademipo Odubeko,FWD,West Ham,3.2,0,0,0,0,0.0,638,175,0,0,0.0,0.0,2021-01-19T18:00:00Z,0,18,0,0,0,0,19,0,0,1,2,0.0,0,0,0,0,45,True,0
David Button,GK,West Brom,-0.2,0,0,0,0,0.0,56,175,0,0,0.0,0.0,2021-01-19T18:00:00Z,0,19,0,0,0,0,19,0,321581,1,2,0.0,0,-11414,5220,16634,40,False,0
Denis Odoi,DEF,Fulham,-2.0,0,0,0,0,0.0,525,171,0,0,0.0,0.0,2021-01-20T20:15:00Z,0,13,0,0,0,0,19,0,4685,2,1,0.0,0,1,123,122,42,True,0
Ademola Lookman,MID,Fulham,5.6,0,0,26,0,0.9,557,171,2,1,11.6,46.0,2021-01-20T20:15:00Z,90,13,0,0,0,0,19,0,104589,2,1,69.0,7,6474,22720,16246,50,True,0
Raphael Dias Belloli,MID,Leeds,3.8,0,0,9,0,16.5,570,182,1,0,2.6,9.8,2021-01-16T15:00:00Z,74,3,0,0,0,0,19,0,127644,1,0,0.0,2,-18455,13743,32198,55,True,0
Angus Gunn,GK,Southampton,0.0,0,0,0,0,0.0,371,183,0,0,0.0,0.0,2021-01-16T20:00:00Z,0,9,0,0,0,0,19,0,9075,0,2,0.0,0,-174,10,184,43,False,0
Christian Atsu,MID,Newcastle,0.0,0,0,0,0,0.0,330,99,0,0,0.0,0.0,2021-01-23T20:00:00Z,0,2,0,0,0,0,19,0,2353,0,2,0.0,0,-13,2,15,52,False,0
Matteo Guendouzi,MID,Arsenal,0.0,0,0,0,0,0.0,25,179,0,0,0.0,0.0,2021-01-18T20:00:00Z,0,14,0,0,0,0,19,0,4772,0,3,0.0,0,-28,4,32,47,True,0
Erik Lamela,MID,Spurs,1.0,0,0,0,0,0.0,387,186,0,0,0.0,0.0,2021-01-17T14:00:00Z,0,15,0,0,0,0,19,0,8650,3,1,0.0,0,-39,57,96,57,False,0
Allan Saint-Maximin,MID,Newcastle,0.0,0,0,3,0,1.2,338,99,0,0,0.2,1.2,2021-01-23T20:00:00Z,19,2,0,0,0,0,19,0,195641,0,2,0.0,1,-5066,217,5283,51,False,0
Timothy Castagne,DEF,Leicester,6.5,0,0,19,1,12.3,498,173,0,0,2.7,13.0,2021-01-19T20:15:00Z,90,5,0,0,0,0,19,0,375478,0,2,2.0,6,-326,8684,9010,57,True,0
Gedson Carvalho Fernandes,MID,Spurs,0.5,0,0,0,0,0.0,401,186,0,0,0.0,0.0,2021-01-17T14:00:00Z,0,15,0,0,0,0,19,0,5672,3,1,0.0,0,-45,53,98,47,False,0
Lucas Rodrigues Moura da Silva,MID,Spurs,1.0,0,0,4,0,3.0,392,186,0,0,0.5,2.4,2021-01-17T14:00:00Z,3,15,0,0,0,0,19,0,86136,3,1,0.0,1,-663,288,951,67,False,0
Sam Woods,DEF,Crystal Palace,-1.0,0,0,0,0,0.0,522,185,0,0,0.0,0.0,2021-01-17T19:15:00Z,0,12,0,0,0,0,19,0,46457,0,4,0.0,0,-1013,482,1495,40,False,0
Miguel AlmirÃÂÃÂÃÂÃÂ³n,MID,Newcastle,2.5,0,0,10,0,26.8,339,99,2,0,4.9,15.2,2021-01-23T20:00:00Z,80,2,0,0,0,0,19,0,31644,0,2,7.0,2,-3356,602,3958,56,False,0
David Martin,GK,West Ham,1.0,0,0,0,0,0.0,429,175,0,0,0.0,0.0,2021-01-19T18:00:00Z,0,18,0,0,0,0,19,0,526425,1,2,0.0,0,-23356,4965,28321,40,True,0
Theo Corbeanu,MID,Wolves,0.5,0,0,0,0,0.0,610,188,0,0,0.0,0.0,2021-01-16T12:30:00Z,0,18,0,0,0,0,19,0,244,3,2,0.0,0,-2,16,18,45,True,0
Harry Kane,FWD,Spurs,8.3,0,3,41,0,50.3,388,186,1,1,15.5,55.6,2021-01-17T14:00:00Z,90,15,0,0,0,0,19,0,3221390,3,1,49.0,9,-208661,86391,295052,111,False,0
Daniel Amartey,DEF,Leicester,1.3,0,0,0,0,0.0,227,173,0,0,0.0,0.0,2021-01-19T20:15:00Z,0,5,0,0,0,0,19,0,79699,0,2,0.0,0,287,3849,3562,39,True,0
John McGinn,MID,Aston Villa,2.2,0,0,0,0,0.0,38,99,0,0,0.0,0.0,2021-01-23T20:00:00Z,0,14,0,0,0,0,19,0,104877,0,2,0.0,0,-2322,6796,9118,55,True,0
Teden Mengi,DEF,Man Utd,0.5,0,0,0,0,0.0,319,171,0,0,0.0,0.0,2021-01-20T20:15:00Z,0,8,0,0,0,0,19,0,70524,2,1,0.0,0,-2041,922,2963,39,False,0
Paul Dummett,DEF,Newcastle,0.1,0,0,0,0,0.0,331,99,0,0,0.0,0.0,2021-01-23T20:00:00Z,0,2,0,0,0,0,19,0,1537,0,2,0.0,0,70,215,145,44,False,0
Benjamin Mendy,DEF,Man City,2.0,0,0,0,0,0.0,274,380,0,0,0.0,0.0,2021-01-20T18:00:00Z,0,2,0,0,0,0,19,0,115845,0,2,0.0,0,-6497,887,7384,59,True,0
Edinson Cavani,FWD,Man Utd,5.9,0,1,29,0,2.4,569,171,1,1,7.8,39.8,2021-01-20T20:15:00Z,90,8,0,0,0,0,19,0,221262,2,1,36.0,7,89570,107271,17701,78,False,0
Cheikhou KouyatÃÂÃÂÃÂÃÂ©,MID,Crystal Palace,1.0,0,0,0,0,0.0,133,185,0,0,0.0,0.0,2021-01-17T19:15:00Z,0,12,0,0,0,0,19,0,32976,0,4,0.0,0,-1568,971,2539,50,False,0
Juan Foyth,DEF,Spurs,0.0,0,0,0,0,0.0,406,186,0,0,0.0,0.0,2021-01-17T14:00:00Z,0,15,0,0,0,0,19,0,4581,3,1,0.0,0,-17,7,24,43,False,0
Mason Mount,MID,Chelsea,8.6,0,0,15,0,57.4,120,173,2,0,8.7,29.0,2021-01-19T20:15:00Z,90,9,0,0,0,0,19,0,404660,0,2,1.0,2,15882,41728,25846,68,False,0
Chris Smalling,DEF,Man Utd,0.0,0,0,0,0,0.0,292,171,0,0,0.0,0.0,2021-01-20T20:15:00Z,0,8,0,0,0,0,19,0,6671,2,1,0.0,0,-13,4,17,49,False,0
Ederson Santana de Moraes,GK,Man City,12.0,0,0,27,1,0.0,278,380,0,0,2.0,20.4,2021-01-20T18:00:00Z,90,2,0,0,0,0,19,4,543376,0,2,0.0,7,74840,93032,18192,60,True,0
Felix Nmecha,MID,Man City,2.0,0,0,0,0,0.0,609,380,0,0,0.0,0.0,2021-01-20T18:00:00Z,0,2,0,0,0,0,19,0,176,0,2,0.0,0,5,28,23,45,True,0
James McArthur,MID,Crystal Palace,2.4,0,0,10,0,11.8,130,185,4,0,2.4,12.0,2021-01-17T19:15:00Z,90,12,0,0,0,0,19,0,9381,0,4,0.0,2,-168,319,487,52,False,0
Leandro Trossard,MID,Brighton,3.8,0,0,3,1,2.4,69,182,0,0,1.2,1.4,2021-01-16T15:00:00Z,72,10,0,0,0,0,19,0,50808,1,0,8.0,3,-587,2620,3207,57,False,0
Diogo Jota,MID,Liverpool,0.0,0,0,0,0,0.0,468,177,0,0,0.0,0.0,2021-01-21T20:00:00Z,0,4,0,0,0,0,19,0,208858,1,0,0.0,0,-9977,285,10262,66,True,0
Ben Johnson,DEF,West Ham,3.8,0,0,0,0,0.0,452,175,0,0,0.0,0.0,2021-01-19T18:00:00Z,0,18,0,0,0,0,19,0,254856,1,2,0.0,0,-4250,17675,21925,39,True,0
Ben Osborn,MID,Sheffield Utd,1.3,0,0,0,0,0.0,356,186,0,0,0.0,0.0,2021-01-17T14:00:00Z,0,17,0,0,0,0,19,0,2254,3,1,0.0,0,-91,66,157,48,True,0
Florin Andone,FWD,Brighton,0.0,0,0,0,0,0.0,64,182,0,0,0.0,0.0,2021-01-16T15:00:00Z,0,10,0,0,0,0,19,0,5324,1,0,0.0,0,-29,75,104,48,False,0
Christian Walton,GK,Brighton,0.0,0,0,0,0,0.0,503,182,0,0,0.0,0.0,2021-01-16T15:00:00Z,0,10,0,0,0,0,19,0,102734,1,0,0.0,0,1510,5082,3572,40,False,0
Cedric Kipre,DEF,West Brom,-1.0,0,0,0,0,0.0,499,175,0,0,0.0,0.0,2021-01-19T18:00:00Z,0,19,0,0,0,0,19,0,3531,1,2,0.0,0,-16,46,62,43,False,0
Rodrigo Hernandez,MID,Man City,7.6,1,3,33,1,51.4,286,380,0,0,14.5,54.8,2021-01-20T18:00:00Z,90,2,0,0,0,0,19,0,35231,0,2,39.0,9,-12,1170,1182,54,True,0
Robert Snodgrass,MID,West Brom,-0.2,0,0,0,0,0.0,428,175,0,0,0.0,0.0,2021-01-19T18:00:00Z,0,19,0,0,0,0,19,0,6389,1,2,0.0,0,606,842,236,57,False,0
Andreas Christensen,DEF,Chelsea,1.8,0,0,0,0,0.0,116,173,0,0,0.0,0.0,2021-01-19T20:15:00Z,0,9,0,0,0,0,19,0,16053,0,2,0.0,0,-110,139,249,47,False,0
Steven Bergwijn,MID,Spurs,3.5,1,0,13,0,17.0,400,186,1,0,5.2,23.2,2021-01-17T14:00:00Z,86,15,0,0,0,0,19,0,31198,3,1,12.0,5,-1894,333,2227,70,False,0
Tariq Lamptey,DEF,Brighton,0.0,0,0,0,0,0.0,77,182,0,0,0.0,0.0,2021-01-16T15:00:00Z,0,10,0,0,0,0,19,0,319542,1,0,0.0,0,-61471,290,61761,47,False,0
Robin Koch,DEF,Leeds,0.0,0,0,0,0,0.0,491,182,0,0,0.0,0.0,2021-01-16T15:00:00Z,0,3,0,0,0,0,19,0,25097,1,0,0.0,0,-790,53,843,44,True,0
Fabio Silva,FWD,Wolves,3.1,0,1,25,0,19.8,504,188,3,1,12.6,33.0,2021-01-16T12:30:00Z,90,18,0,0,0,0,19,0,113342,3,2,73.0,6,8763,27672,18909,52,True,1
Marcus Bettinelli,GK,Fulham,0.0,0,0,0,0,0.0,183,171,0,0,0.0,0.0,2021-01-20T20:15:00Z,0,13,0,0,0,0,19,0,2150,2,1,0.0,0,-38,11,49,43,True,0
Fernando MarÃÂÃÂÃÂÃÂ§al,DEF,Wolves,0.0,0,0,0,0,0.0,505,188,0,0,0.0,0.0,2021-01-16T12:30:00Z,0,18,0,0,0,0,19,0,8079,3,2,0.0,0,-646,12,658,48,True,0
CÃÂÃÂÃÂÃÂ©sar Azpilicueta,DEF,Chelsea,3.8,0,0,0,0,0.0,102,173,0,0,0.0,0.0,2021-01-19T20:15:00Z,0,9,0,0,0,0,19,0,191979,0,2,0.0,0,-721,1387,2108,56,False,0
Joachim Andersen,DEF,Fulham,3.0,0,0,17,0,0.5,571,171,2,0,2.8,27.4,2021-01-20T20:15:00Z,90,13,0,0,0,0,19,0,3011,2,1,0.0,1,134,350,216,45,True,0
Matt Targett,DEF,Aston Villa,9.8,1,3,41,1,6.6,42,99,0,0,3.5,21.8,2021-01-23T20:00:00Z,90,14,0,0,0,0,19,0,381635,0,2,7.0,12,22529,60462,37933,46,True,0
James Trafford,GK,Man City,2.0,0,0,0,0,0.0,595,380,0,0,0.0,0.0,2021-01-20T18:00:00Z,0,2,0,0,0,0,19,0,8687,0,2,0.0,0,-129,573,702,40,True,0
Chris Wood,FWD,Burnley,2.0,0,0,4,1,13.3,91,177,0,0,1.9,2.0,2021-01-21T20:00:00Z,90,11,0,0,0,0,19,0,151766,1,0,4.0,2,-4344,23336,27680,62,False,0
Nick Pope,GK,Burnley,8.4,0,3,38,1,0.0,96,177,0,0,4.9,48.8,2021-01-21T20:00:00Z,90,11,0,0,0,0,19,6,828354,1,0,0.0,11,-3312,28184,31496,54,False,0
Daniel Castelo Podence,MID,Wolves,0.0,0,0,0,0,0.0,469,188,0,0,0.0,0.0,2021-01-16T12:30:00Z,0,18,0,0,0,0,19,0,164086,3,2,0.0,0,-106313,152,106465,54,True,0
Joseph Gomez,DEF,Liverpool,0.0,0,0,0,0,0.0,260,177,0,0,0.0,0.0,2021-01-21T20:00:00Z,0,4,0,0,0,0,19,0,91374,1,0,0.0,0,-668,29,697,52,True,0
Lucas Torreira,MID,Arsenal,0.0,0,0,0,0,0.0,19,179,0,0,0.0,0.0,2021-01-18T20:00:00Z,0,14,0,0,0,0,19,0,6618,0,3,0.0,0,-27,1,28,47,True,0
Matt Macey,GK,Arsenal,0.0,0,0,0,0,0.0,527,179,0,0,0.0,0.0,2021-01-18T20:00:00Z,0,14,0,0,0,0,19,0,122179,0,3,0.0,0,-12165,153,12318,40,True,0
Matt Phillips,MID,West Brom,1.0,0,0,0,0,0.0,411,175,0,0,0.0,0.0,2021-01-19T18:00:00Z,0,19,0,0,0,0,19,0,4013,1,2,0.0,0,49,213,164,51,False,0
Scott Dann,DEF,Crystal Palace,-0.8,0,0,0,0,0.0,486,185,0,0,0.0,0.0,2021-01-17T19:15:00Z,0,12,0,0,0,0,19,0,43834,0,4,0.0,0,-3848,174,4022,43,False,0
Ainsley Maitland-Niles,DEF,Arsenal,2.1,0,0,0,0,0.0,15,179,0,0,0.0,0.0,2021-01-18T20:00:00Z,0,14,0,0,0,0,19,0,61245,0,3,0.0,0,-613,1128,1741,46,True,0
Kieran Gibbs,DEF,West Brom,0.6,0,0,20,0,27.2,407,175,2,0,4.3,14.2,2021-01-19T18:00:00Z,90,19,0,0,0,0,19,0,14518,1,2,2.0,1,-278,241,519,43,False,0
Xherdan Shaqiri,MID,Liverpool,4.0,0,0,14,0,35.5,247,177,1,0,8.6,11.4,2021-01-21T20:00:00Z,83,4,0,0,0,0,19,0,4750,1,0,39.0,2,300,455,155,64,True,0
Stuart Dallas,DEF,Leeds,5.2,0,0,13,0,3.1,200,182,1,0,1.3,8.2,2021-01-16T15:00:00Z,90,3,0,0,0,0,19,0,1135672,1,0,2.0,2,-24687,93339,118026,48,True,0
Alexis Mac Allister,MID,Brighton,2.0,1,0,21,1,25.3,80,182,0,0,5.0,19.0,2021-01-16T15:00:00Z,61,10,0,0,0,0,19,0,2885,1,0,6.0,6,1,65,64,53,False,0
Sead Kolasinac,DEF,Arsenal,0.0,0,0,0,0,0.0,14,179,0,0,0.0,0.0,2021-01-18T20:00:00Z,0,14,0,0,0,0,19,0,9886,0,3,0.0,0,-138,1,139,48,True,0
Arthur Masuaku,DEF,West Ham,0.0,0,0,0,0,0.0,442,175,0,0,0.0,0.0,2021-01-19T18:00:00Z,0,18,0,0,0,0,19,0,41525,1,2,0.0,0,-4040,33,4073,44,True,0
Connor Wickham,FWD,Crystal Palace,0.0,0,0,0,0,0.0,136,185,0,0,0.0,0.0,2021-01-17T19:15:00Z,0,12,0,0,0,0,19,0,57568,0,4,0.0,0,5163,9185,4022,44,False,0
Scott Carson,GK,Man City,0.0,0,0,0,0,0.0,608,380,0,0,0.0,0.0,2021-01-20T18:00:00Z,0,2,0,0,0,0,19,0,2229,0,2,0.0,0,-233,73,306,40,True,0
DeAndre Yedlin,DEF,Newcastle,2.9,0,0,0,0,0.0,335,99,0,0,0.0,0.0,2021-01-23T20:00:00Z,0,2,0,0,0,0,19,0,35081,0,2,0.0,0,994,5747,4753,43,False,0
Glenn Murray,FWD,Brighton,0.0,0,0,0,0,0.0,53,182,0,0,0.0,0.0,2021-01-16T15:00:00Z,0,10,0,0,0,0,19,0,6910,1,0,0.0,0,-47,41,88,48,False,0
Vicente Guaita,GK,Crystal Palace,4.8,0,0,13,0,0.0,128,185,4,0,1.8,17.8,2021-01-17T19:15:00Z,90,12,0,0,0,0,19,2,235391,0,4,0.0,0,-14820,8767,23587,48,False,0
Luke Shaw,DEF,Man Utd,7.9,0,0,13,0,37.7,300,171,1,0,7.8,14.2,2021-01-20T20:15:00Z,90,8,0,0,0,0,19,0,132332,2,1,26.0,2,26688,39168,12480,48,False,0
Michael Verrips,GK,Sheffield Utd,-0.5,0,0,0,0,0.0,580,186,0,0,0.0,0.0,2021-01-17T14:00:00Z,0,17,0,0,0,0,19,0,28469,3,1,0.0,0,-522,1531,2053,40,True,0
Alex Oxlade-Chamberlain,MID,Liverpool,3.2,0,0,-1,0,2.8,248,177,0,0,1.5,3.0,2021-01-21T20:00:00Z,56,4,0,0,0,0,19,0,3763,1,0,9.0,1,-21,235,256,63,True,0
Fraser Forster,GK,Southampton,1.0,0,0,0,0,0.0,523,183,0,0,0.0,0.0,2021-01-16T20:00:00Z,0,9,0,0,0,0,19,0,490524,0,2,0.0,0,77260,99485,22225,40,False,0
Kean Bryan,DEF,Sheffield Utd,-0.3,0,0,7,0,0.3,603,186,0,0,0.6,6.0,2021-01-17T14:00:00Z,23,17,0,0,0,0,19,0,15970,3,1,0.0,1,-1042,1200,2242,39,True,0
Moussa Sissoko,MID,Spurs,1.5,0,0,0,0,0.0,385,186,0,0,0.0,0.0,2021-01-17T14:00:00Z,0,15,0,0,0,0,19,0,37379,3,1,0.0,0,-1060,1117,2177,48,False,0
Kurt Zouma,DEF,Chelsea,1.8,0,0,0,0,0.0,110,173,0,0,0.0,0.0,2021-01-19T20:15:00Z,0,9,0,0,0,0,19,0,1682489,0,2,0.0,0,-35229,59653,94882,58,False,0
Patrick Cutrone,FWD,Wolves,1.5,0,0,2,0,0.0,626,188,0,0,0.2,0.0,2021-01-16T12:30:00Z,11,18,0,0,0,0,19,0,1989,3,2,4.0,1,503,1199,696,60,True,0
Stephen Henderson,GK,Crystal Palace,-1.0,0,0,0,0,0.0,578,185,0,0,0.0,0.0,2021-01-17T19:15:00Z,0,12,0,0,0,0,19,0,42453,0,4,0.0,0,-249,2107,2356,40,False,0
Mbwana Samatta,FWD,Aston Villa,0.0,0,0,0,0,0.0,49,99,0,0,0.0,0.0,2021-01-23T20:00:00Z,0,14,0,0,0,0,19,0,2860,0,2,0.0,0,-7,3,10,59,True,0
Ben Davies,DEF,Spurs,4.0,0,0,13,0,11.6,395,186,1,0,3.2,20.2,2021-01-17T14:00:00Z,90,15,0,0,0,0,19,0,66855,3,1,0.0,2,-7300,1307,8607,46,False,0
Daniel James,MID,Man Utd,1.1,0,0,0,0,0.0,311,171,0,0,0.0,0.0,2021-01-20T20:15:00Z,0,8,0,0,0,0,19,0,18483,2,1,0.0,0,-309,177,486,62,False,0
Charlie Taylor,DEF,Burnley,-0.2,0,0,6,0,0.3,97,177,0,0,1.2,11.6,2021-01-21T20:00:00Z,48,11,0,0,0,0,19,0,256442,1,0,0.0,1,-101760,1172,102932,45,False,0
Marc Albrighton,MID,Leicester,6.5,1,0,22,1,38.9,221,173,0,0,7.8,30.4,2021-01-19T20:15:00Z,76,5,0,0,0,0,19,0,10154,0,2,9.0,6,679,1065,386,53,True,0
Cyrus Christie,DEF,Fulham,0.0,0,0,0,0,0.0,179,171,0,0,0.0,0.0,2021-01-20T20:15:00Z,0,13,0,0,0,0,19,0,2352,2,1,0.0,0,-17,22,39,42,True,0
Lys Mousset,FWD,Sheffield Utd,0.5,0,0,0,0,0.0,359,186,0,0,0.0,0.0,2021-01-17T14:00:00Z,0,17,0,0,0,0,19,0,5619,3,1,0.0,0,-130,212,342,58,True,0
David de Gea,GK,Man Utd,10.5,0,0,18,0,0.0,291,171,1,0,3.1,31.0,2021-01-20T20:15:00Z,90,8,0,0,0,0,19,4,366906,2,1,0.0,3,12095,32135,20040,53,False,0
Willy Boly,DEF,Wolves,2.2,1,2,35,0,10.8,458,188,3,1,15.4,68.8,2021-01-16T12:30:00Z,90,18,0,0,0,0,19,0,107161,3,2,74.0,12,-5356,86,5442,54,True,0
Conor Gallagher,MID,West Brom,0.0,0,0,13,0,13.3,544,175,2,0,4.9,12.2,2021-01-19T18:00:00Z,90,19,0,0,0,0,19,0,5352,1,2,23.0,1,-1227,51,1278,55,False,1
Dwight McNeil,MID,Burnley,0.0,0,0,12,1,18.3,100,177,0,0,4.7,20.8,2021-01-21T20:00:00Z,90,11,0,0,0,0,19,0,24161,1,0,8.0,3,-27,403,430,57,False,0
Kalvin Phillips,MID,Leeds,0.0,0,0,0,0,0.0,204,182,0,0,0.0,0.0,2021-01-16T15:00:00Z,0,3,0,0,0,0,19,0,85667,1,0,0.0,0,-6166,65,6231,49,True,0
Matthew Clarke,DEF,Brighton,0.0,0,0,0,0,0.0,73,182,0,0,0.0,0.0,2021-01-16T15:00:00Z,0,10,0,0,0,0,19,0,376,1,0,0.0,0,4,19,15,44,False,0
Tom Cairney,MID,Fulham,-0.5,0,0,0,0,0.0,175,171,0,0,0.0,0.0,2021-01-20T20:15:00Z,0,13,0,0,0,0,19,0,8343,2,1,0.0,0,-413,39,452,52,True,0
